y,u_i999,u_i998
0.77677678,0.00000000,0.00010279
0.77777778,0.00000000,0.00010241
0.77877878,0.00000000,0.00010202
0.77977978,0.00000000,0.00010164
0.78078078,0.00000000,0.00010125
0.78178178,0.00000000,0.00010086
0.78278278,0.00000000,0.00010047
0.78378378,0.00000000,0.00010008
0.78478478,0.00000000,0.00009969
0.78578579,0.00000000,0.00009930
0.78678679,0.00000000,0.00009891
0.78778779,0.00000000,0.00009852
0.78878879,0.00000000,0.00009812
0.78978979,0.00000000,0.00009773
0.79079079,0.00000000,0.00009733
0.79179179,0.00000000,0.00009693
0.79279279,0.00000000,0.00009654
0.79379379,0.00000000,0.00009614
0.79479479,0.00000000,0.00009574
0.79579580,0.00000000,0.00009534
0.79679680,0.00000000,0.00009493
0.79779780,0.00000000,0.00009453
0.79879880,0.00000000,0.00009413
0.79979980,0.00000000,0.00009372
0.80080080,0.00000000,0.00009332
0.80180180,0.00000000,0.00009291
0.80280280,0.00000000,0.00009250
0.80380380,0.00000000,0.00009210
0.80480480,0.00000000,0.00009169
0.80580581,0.00000000,0.00009128
0.80680681,0.00000000,0.00009087
0.80780781,0.00000000,0.00009045
0.80880881,0.00000000,0.00009004
0.80980981,0.00000000,0.00008963
0.81081081,0.00000000,0.00008921
0.81181181,0.00000000,0.00008880
0.81281281,0.00000000,0.00008838
0.81381381,0.00000000,0.00008796
0.81481481,0.00000000,0.00008754
0.81581582,0.00000000,0.00008713
0.81681682,0.00000000,0.00008671
0.81781782,0.00000000,0.00008628
0.81881882,0.00000000,0.00008586
0.81981982,0.00000000,0.00008544
0.82082082,0.00000000,0.00008502
0.82182182,0.00000000,0.00008459
0.82282282,0.00000000,0.00008417
0.82382382,0.00000000,0.00008374
0.82482482,0.00000000,0.00008332
0.82582583,0.00000000,0.00008289
0.82682683,0.00000000,0.00008246
0.82782783,0.00000000,0.00008203
0.82882883,0.00000000,0.00008160
0.82982983,0.00000000,0.00008117
0.83083083,0.00000000,0.00008074
0.83183183,0.00000000,0.00008031
0.83283283,0.00000000,0.00007987
0.83383383,0.00000000,0.00007944
0.83483483,0.00000000,0.00007901
0.83583584,0.00000000,0.00007857
0.83683684,0.00000000,0.00007813
0.83783784,0.00000000,0.00007770
0.83883884,0.00000000,0.00007726
0.83983984,0.00000000,0.00007682
0.84084084,0.00000000,0.00007638
0.84184184,0.00000000,0.00007594
0.84284284,0.00000000,0.00007550
0.84384384,0.00000000,0.00007506
0.84484484,0.00000000,0.00007462
0.84584585,0.00000000,0.00007417
0.84684685,0.00000000,0.00007373
0.84784785,0.00000000,0.00007329
0.84884885,0.00000000,0.00007284
0.84984985,0.00000000,0.00007239
0.85085085,0.00000000,0.00007195
0.85185185,0.00000000,0.00007150
0.85285285,0.00000000,0.00007105
0.85385385,0.00000000,0.00007060
0.85485485,0.00000000,0.00007015
0.85585586,0.00000000,0.00006970
0.85685686,0.00000000,0.00006925
0.85785786,0.00000000,0.00006880
0.85885886,0.00000000,0.00006835
0.85985986,0.00000000,0.00006790
0.86086086,0.00000000,0.00006744
0.86186186,0.00000000,0.00006699
0.86286286,0.00000000,0.00006653
0.86386386,0.00000000,0.00006608
0.86486486,0.00000000,0.00006562
0.86586587,0.00000000,0.00006516
0.86686687,0.00000000,0.00006471
0.86786787,0.00000000,0.00006425
0.86886887,0.00000000,0.00006379
0.86986987,0.00000000,0.00006333
0.87087087,0.00000000,0.00006287
0.87187187,0.00000000,0.00006241
0.87287287,0.00000000,0.00006195
0.87387387,0.00000000,0.00006149
0.87487487,0.00000000,0.00006102
0.87587588,0.00000000,0.00006056
0.87687688,0.00000000,0.00006010
0.87787788,0.00000000,0.00005963
0.87887888,0.00000000,0.00005917
0.87987988,0.00000000,0.00005870
0.88088088,0.00000000,0.00005824
0.88188188,0.00000000,0.00005777
0.88288288,0.00000000,0.00005730
0.88388388,0.00000000,0.00005684
0.88488488,0.00000000,0.00005637
0.88588589,0.00000000,0.00005590
0.88688689,0.00000000,0.00005543
0.88788789,0.00000000,0.00005496
0.88888889,0.00000000,0.00005449
0.88988989,0.00000000,0.00005402
0.89089089,0.00000000,0.00005355
0.89189189,0.00000000,0.00005307
0.89289289,0.00000000,0.00005260
0.89389389,0.00000000,0.00005213
0.89489489,0.00000000,0.00005165
0.89589590,0.00000000,0.00005118
0.89689690,0.00000000,0.00005071
0.89789790,0.00000000,0.00005023
0.89889890,0.00000000,0.00004975
0.89989990,0.00000000,0.00004928
0.90090090,0.00000000,0.00004880
0.90190190,0.00000000,0.00004832
0.90290290,0.00000000,0.00004785
0.90390390,0.00000000,0.00004737
0.90490490,0.00000000,0.00004689
0.90590591,0.00000000,0.00004641
0.90690691,0.00000000,0.00004593
0.90790791,0.00000000,0.00004545
0.90890891,0.00000000,0.00004497
0.90990991,0.00000000,0.00004449
0.91091091,0.00000000,0.00004401
0.91191191,0.00000000,0.00004353
0.91291291,0.00000000,0.00004305
0.91391391,0.00000000,0.00004256
0.91491491,0.00000000,0.00004208
0.91591592,0.00000000,0.00004160
0.91691692,0.00000000,0.00004111
0.91791792,0.00000000,0.00004063
0.91891892,0.00000000,0.00004014
0.91991992,0.00000000,0.00003966
0.92092092,0.00000000,0.00003917
0.92192192,0.00000000,0.00003869
0.92292292,0.00000000,0.00003820
0.92392392,0.00000000,0.00003771
0.92492492,0.00000000,0.00003723
0.92592593,0.00000000,0.00003674
0.92692693,0.00000000,0.00003625
0.92792793,0.00000000,0.00003576
0.92892893,0.00000000,0.00003528
0.92992993,0.00000000,0.00003479
0.93093093,0.00000000,0.00003430
0.93193193,0.00000000,0.00003381
0.93293293,0.00000000,0.00003332
0.93393393,0.00000000,0.00003283
0.93493493,0.00000000,0.00003234
0.93593594,0.00000000,0.00003185
0.93693694,0.00000000,0.00003136
0.93793794,0.00000000,0.00003087
0.93893894,0.00000000,0.00003037
0.93993994,0.00000000,0.00002988
0.94094094,0.00000000,0.00002939
0.94194194,0.00000000,0.00002890
0.94294294,0.00000000,0.00002840
0.94394394,0.00000000,0.00002791
0.94494494,0.00000000,0.00002742
0.94594595,0.00000000,0.00002692
0.94694695,0.00000000,0.00002643
0.94794795,0.00000000,0.00002594
0.94894895,0.00000000,0.00002544
0.94994995,0.00000000,0.00002495
0.95095095,0.00000000,0.00002445
0.95195195,0.00000000,0.00002396
0.95295295,0.00000000,0.00002346
0.95395395,0.00000000,0.00002297
0.95495495,0.00000000,0.00002247
0.95595596,0.00000000,0.00002197
0.95695696,0.00000000,0.00002148
0.95795796,0.00000000,0.00002098
0.95895896,0.00000000,0.00002048
0.95995996,0.00000000,0.00001999
0.96096096,0.00000000,0.00001949
0.96196196,0.00000000,0.00001899
0.96296296,0.00000000,0.00001850
0.96396396,0.00000000,0.00001800
0.96496496,0.00000000,0.00001750
0.96596597,0.00000000,0.00001700
0.96696697,0.00000000,0.00001650
0.96796797,0.00000000,0.00001600
0.96896897,0.00000000,0.00001551
0.96996997,0.00000000,0.00001501
0.97097097,0.00000000,0.00001451
0.97197197,0.00000000,0.00001401
0.97297297,0.00000000,0.00001351
0.97397397,0.00000000,0.00001301
0.97497497,0.00000000,0.00001251
0.97597598,0.00000000,0.00001201
0.97697698,0.00000000,0.00001151
0.97797798,0.00000000,0.00001101
0.97897898,0.00000000,0.00001051
0.97997998,0.00000000,0.00001001
0.98098098,0.00000000,0.00000951
0.98198198,0.00000000,0.00000901
0.98298298,0.00000000,0.00000851
0.98398398,0.00000000,0.00000801
0.98498498,0.00000000,0.00000751
0.98598599,0.00000000,0.00000701
0.98698699,0.00000000,0.00000651
0.98798799,0.00000000,0.00000601
0.98898899,0.00000000,0.00000551
0.98998999,0.00000000,0.00000501
0.99099099,0.00000000,0.00000451
0.99199199,0.00000000,0.00000401
0.99299299,0.00000000,0.00000351
0.99399399,0.00000000,0.00000301
0.99499499,0.00000000,0.00000250
0.99599600,0.00000000,0.00000200
0.99699700,0.00000000,0.00000150
0.99799800,0.00000000,0.00000100
0.99899900,0.00000000,0.00000050
1.00000000,0.00000000,0.00000000
